SIGNAL,LAT,LNG,TIME1,PED,county,High Temp,Low Temp,Precipitation,"Daily Case Rate / 100,000",AQI,Category
5323,41.77771152,-111.8339579,2018-07-15,6.07500876126881,Cache,95.62999999999998,59.19799999999996,0.0,,77,Moderate
5323,41.77771152,-111.8339579,2018-07-16,74.6439731680504,Cache,94.82,64.59799999999996,0.0,,54,Moderate
5323,41.77771152,-111.8339579,2018-07-17,50.1711734430394,Cache,93.686,55.41800000000002,0.0303149606299212,,80,Moderate
5323,41.77771152,-111.8339579,2018-07-18,54.0011567031867,Cache,95.054,56.49799999999996,0.0,,90,Moderate
5323,41.77771152,-111.8339579,2018-07-19,48.6192106166693,Cache,96.24200000000005,58.24400000000001,0.0,,84,Moderate
5323,41.77771152,-111.8339579,2018-07-20,51.3458901872471,Cache,93.82999999999996,59.62999999999997,0.0,,64,Moderate
5323,41.77771152,-111.8339579,2018-07-21,47.9070074153991,Cache,95.55799999999994,66.236,0.0,,58,Moderate
5323,41.77771152,-111.8339579,2018-07-22,20.8330805886315,Cache,83.92999999999998,63.031999999999954,0.0122047244094488,,51,Moderate
5323,41.77771152,-111.8339579,2018-07-23,61.8008929707613,Cache,93.66800000000002,56.85799999999994,0.0,,47,Good
5323,41.77771152,-111.8339579,2018-07-24,49.4903240917382,Cache,96.33199999999997,56.13799999999998,0.0,,50,Good
5323,41.77771152,-111.8339579,2018-07-25,36.806154168248,Cache,94.98199999999996,67.65799999999994,0.0,,87,Moderate
5323,41.77771152,-111.8339579,2018-07-26,54.1722803004358,Cache,95.702,56.894000000000005,0.0,,67,Moderate
5323,41.77771152,-111.8339579,2018-07-27,30.9091962072967,Cache,95.98999999999997,59.144000000000005,0.0,,61,Moderate
5323,41.77771152,-111.8339579,2018-07-28,41.4881103769455,Cache,97.052,57.00200000000001,0.0,,77,Moderate
5323,41.77771152,-111.8339579,2018-07-29,13.5430700751089,Cache,90.77,53.76199999999999,0.0,,66,Moderate
5323,41.77771152,-111.8339579,2018-07-30,34.1980998634229,Cache,92.28199999999995,55.41800000000002,0.0,,59,Moderate
5323,41.77771152,-111.8339579,2018-07-31,48.9561716907856,Cache,96.07999999999996,56.281999999999954,0.0,,74,Moderate
5323,41.77771152,-111.8339579,2018-08-01,40.2922491512105,Cache,95.162,62.960000000000015,0.0,,87,Moderate
5323,41.77771152,-111.8339579,2018-08-02,54.8722701782556,Cache,90.896,61.934000000000026,0.09251968503937,,80,Moderate
5323,41.77771152,-111.8339579,2018-08-03,34.7322522643755,Cache,91.92199999999995,62.38400000000003,0.0,,100,Moderate
5323,41.77771152,-111.8339579,2018-08-04,30.9091962072967,Cache,87.60200000000002,53.02399999999994,0.0,,96,Moderate
5323,41.77771152,-111.8339579,2018-08-05,7.29001051352258,Cache,86.01800000000001,54.73400000000003,0.0,,90,Moderate
5323,41.77771152,-111.8339579,2018-08-06,79.6470320897188,Cache,87.65599999999996,50.43199999999995,0.0,,71,Moderate
5323,41.77771152,-111.8339579,2018-08-07,53.6450551025516,Cache,89.27600000000002,52.78999999999996,0.0,,62,Moderate
5323,41.77771152,-111.8339579,2018-08-08,29.6941944550429,Cache,92.21000000000002,52.82600000000002,0.0,,55,Moderate
5323,41.77771152,-111.8339579,2018-08-09,50.705325843992,Cache,95.98999999999997,54.60799999999994,0.0,,65,Moderate
5323,41.77771152,-111.8339579,2018-08-10,42.8811629295168,Cache,96.386,58.44200000000004,0.0,,65,Moderate
5323,41.77771152,-111.8339579,2018-08-11,33.5172505121218,Cache,97.12399999999994,57.14599999999999,0.0,,101,Unhealthy for Sensitive Groups
5323,41.77771152,-111.8339579,2018-08-12,17.0100245315527,Cache,95.018,57.84799999999996,0.0,,79,Moderate
5323,41.77771152,-111.8339579,2018-08-13,38.5553083214544,Cache,93.794,61.807999999999936,0.0,,70,Moderate
5323,41.77771152,-111.8339579,2018-08-14,46.8822697869132,Cache,91.48999999999997,58.35200000000001,0.0,,67,Moderate
5323,41.77771152,-111.8339579,2018-08-15,33.5172505121218,Cache,92.47999999999998,55.02199999999997,0.0,,71,Moderate
5323,41.77771152,-111.8339579,2018-08-16,38.3772575211368,Cache,89.078,60.40399999999999,0.0,,55,Moderate
5323,41.77771152,-111.8339579,2018-08-17,39.7703100737081,Cache,90.24799999999996,55.328,0.0,,58,Moderate
5323,41.77771152,-111.8339579,2018-08-18,32.1241979595505,Cache,82.54400000000001,53.04200000000003,0.0,,53,Moderate
5323,41.77771152,-111.8339579,2018-08-19,14.7580718273627,Cache,84.99200000000003,48.45200000000001,0.0,,75,Moderate
5323,41.77771152,-111.8339579,2018-08-20,37.3472337722691,Cache,88.16000000000001,54.41000000000002,0.0,,86,Moderate
5323,41.77771152,-111.8339579,2018-08-21,50.705325843992,Cache,83.85799999999993,56.12,0.0,,85,Moderate
5323,41.77771152,-111.8339579,2018-08-22,29.8722452553605,Cache,80.86999999999999,55.14799999999996,0.0885826771653543,,81,Moderate
5323,41.77771152,-111.8339579,2018-08-23,29.8722452553605,Cache,82.72399999999995,52.44799999999996,0.0,,121,Unhealthy for Sensitive Groups
5323,41.77771152,-111.8339579,2018-08-24,37.3350204488188,Cache,87.81800000000003,51.94400000000001,0.0,,133,Unhealthy for Sensitive Groups
5323,41.77771152,-111.8339579,2018-08-25,26.2150266751489,Cache,86.43199999999995,51.62,0.0,,97,Moderate
5323,41.77771152,-111.8339579,2018-08-26,23.4411348934566,Cache,83.31800000000003,53.61800000000002,0.0,,84,Moderate
